_source,attributes-age,attributes-age-estimated,attributes-bark-circumference,attributes-bark-diameter,attributes-canopy-area,attributes-canopy-diameter,attributes-description,attributes-genus,attributes-good-status,attributes-health-score,attributes-height,attributes-num-barks,attributes-species,attributes-species-clean-en,attributes-species-clean-he,attributes-year-planted,cad_code,cad_gush,cad_parcel,cluster-size,coords,environment-description,environment-grass,environment-habitat,environment-habitat-volume,environment-irrigated,environment-irrigation-type,environment-irrigation-water-quality,environment-lighting,environment-pavement,environment-signage,environment-sitting-area,environment-type,idx,importance-aesthetic,importance-botanical,importance-community,importance-historic,importance-symbolic,location-accuracy,location-address,location-block,location-city,location-elevation,location-grid,location-plot,location-street,location-street-number,location-x,location-x-il,location-y,location-y-il,meta-collection-type,meta-date,meta-internal-id,meta-source,meta-source-type,meta-tree-id,meta-url,muni_code,muni_name,muni_name_en,muni_region,photos-bark,photos-fruit,photos-general,photos-ground,photos-leaf,photos-top-view,photos-wide-view,road_id,road_name,road_type,stat_area_code
https://s3.eu-west-2.wasabisys.com/opentreebase-public/processed/canopies/extracted_trees.geojson,,,,,8.56000081223,,,,,,,,,,,,6720/873,6720,873,1,"[34.86684645570309, 32.0553820099524]",,,,,,,,,,,,,1339331,,,,,,,,,,,,,,,34.86684645570309,187574.68621736477,32.0553820099524,662509.4848069978,חישה מרחוק,2023-02-06,canopy-994301,מיפוי חופות עצים,ממשלתי,8G4P3V48+5P56,https://data.gov.il/dataset/nationalcanopytrees,0229,גני תקווה,Ganei Tikva,מרכז,,,,,,,,,,,2290006
https://s3.eu-west-2.wasabisys.com/opentreebase-public/processed/canopies/extracted_trees.geojson,,,,,5.44000051677,,,,,,,,,,,,3502/93,3502,93,1,"[34.740448657767885, 31.894104688922326]",,,,,,,,,,,,,920729,,,,,,,,,,,,,,,34.740448657767885,175561.18426690335,31.894104688922326,644669.862770577,חישה מרחוק,2023-02-06,canopy-503021,מיפוי חופות עצים,ממשלתי,8G3PVPVR+J5W3,https://data.gov.il/dataset/nationalcanopytrees,27,גן רוה,Gan Ra've,מרכז,,,,,,,,,,,5527
https://s3.eu-west-2.wasabisys.com/opentreebase-public/processed/canopies/extracted_trees.geojson,,,,,25.2800023979,,,,,,,,,,,,10397/113,10397,113,1,"[34.90708410775182, 32.53144968525468]",,,,,,,,,,,,,1807954,,,,,,,,,,,,,,,34.90708410775182,191521.01347016683,32.53144968525468,715291.3395781184,חישה מרחוק,2023-02-06,canopy-1555504,מיפוי חופות עצים,ממשלתי,8G4PGWJ4+HRGW,https://data.gov.il/dataset/nationalcanopytrees,0541,ג'סר אל-זרקא,Jiser al Zarka,חיפה,,,,,,,,,,,5410003
https://s3.eu-west-2.wasabisys.com/opentreebase-public/processed/canopies/extracted_trees.geojson,,,,,13.2200012556,,,,,,,,,,,,8841/15,8841,15,1,"[35.03565886826649, 32.38986424938501]",,,,,,,,,,,,,1832662,,,,,,,,,,,,,,,35.03565886826649,203575.21703118537,32.38986424938501,699563.597104145,חישה מרחוק,2023-02-06,canopy-1585203,מיפוי חופות עצים,ממשלתי,8G4Q92QP+W7VC,https://data.gov.il/dataset/nationalcanopytrees,0628,ג'ת,jat,חיפה,,,,,,,,,,,6280002
https://s3.eu-west-2.wasabisys.com/opentreebase-public/processed/canopies/extracted_trees.geojson,,,,,13.8000013081,,,,,,,,,,,,11511/43,11511,43,1,"[35.03690662731849, 32.682489214194135]",,,,,,,,,,,,,1904598,,,,,,,,,,,,,,,35.03690662731849,203743.64521360796,32.682489214194135,732014.8734002111,חישה מרחוק,2023-02-06,canopy-1671280,מיפוי חופות עצים,ממשלתי,8G4QM2JP+XQVC,https://data.gov.il/dataset/nationalcanopytrees,0494,דאלית אל כרמל,Daliat al carmel,חיפה,,,,,,,,,,,4940004
https://s3.eu-west-2.wasabisys.com/opentreebase-public/processed/canopies/extracted_trees.geojson,,,,,61.0200057965,,,,,,,,,,,,16977/4,16977,4,1,"[35.366023177285584, 32.679313945956295]",,,,,,,,,,,,,2579366,,,,,,,,,,,,,,,35.366023177285584,234611.26501216495,32.679313945956295,731661.8788468746,חישה מרחוק,2023-02-06,canopy-2445797,מיפוי חופות עצים,ממשלתי,8G4QM9H8+PCCG,https://data.gov.il/dataset/nationalcanopytrees,0489,דבוריה,Daburiya,צפון,,,,,,,,,,,4890003
https://s3.eu-west-2.wasabisys.com/opentreebase-public/processed/canopies/extracted_trees.geojson,,,,,3.20000030398,,,,,,,,,,,,400431/1,400431,1,1,"[35.00230128692124, 31.05457811060271]",,,,,,,,,,,,,2985611,,,,,,,,,,,,,,,35.00230128692124,200161.93991447566,31.05457811060271,551507.6467786074,חישה מרחוק,2023-02-06,canopy-25577,מיפוי חופות עצים,ממשלתי,8G3Q3232+RWM4,https://data.gov.il/dataset/nationalcanopytrees,2200,דימונה,Dimona,דרום,,,,,,,,,,,22000025
https://s3.eu-west-2.wasabisys.com/opentreebase-public/processed/canopies/extracted_trees.geojson,,,,,12.760001211,,,,,,,,,,,,18818/298,18818,298,1,"[35.25987585636574, 32.930827300670515]",,,,,,,,,,,,,2726067,,,,,,,,,,,,,,,35.25987585636574,224640.96853758834,32.930827300670515,759545.1204492174,חישה מרחוק,2023-02-06,canopy-2610035,מיפוי חופות עצים,ממשלתי,8G4QW7J5+8XJ2,https://data.gov.il/dataset/nationalcanopytrees,0490,דיר אל אסד,Dir al Asad,צפון,,,,,,,,,,,4900002
https://s3.eu-west-2.wasabisys.com/opentreebase-public/processed/canopies/extracted_trees.geojson,,,,,40.4600038415,,,,,,,,,,,,19420/3,19420,3,1,"[35.36432026316997, 32.85554423283891]",,,,,,,,,,,,,2801497,,,,,,,,,,,,,,,35.36432026316997,234422.02414130402,32.85554423283891,751205.901676796,חישה מרחוק,2023-02-06,canopy-2692669,מיפוי חופות עצים,ממשלתי,8G4QV947+6P8J,https://data.gov.il/dataset/nationalcanopytrees,0492,דיר חנא,Dir Hana,צפון,,,,,,,,,,,4920003
https://s3.eu-west-2.wasabisys.com/opentreebase-public/processed/canopies/extracted_trees.geojson,,,,,11.2800010725,,,,,,,,,,,,6718/205,6718,205,1,"[34.87546576319485, 32.06657253334032]",,,,,,,,,,,,,1434363,,,,,,,,,,,,,,,34.87546576319485,188392.4593014663,32.06657253334032,663747.8896287178,חישה מרחוק,2023-02-06,canopy-1109821,מיפוי חופות עצים,ממשלתי,8G4P3V8G+J5GX,https://data.gov.il/dataset/nationalcanopytrees,20,דרום השרון,Drom Hasharon,מרכז,,,,,,,,,,,1280001
